"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","F1"
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,414.341177863627
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,411.757943470705
0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,511.806149342035
0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,407.622853151887
1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,491.514881045271
0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,545.205579838234
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,544.636285677736
0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,489.288826446093
0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,511.806149342035
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,354.327035544233
0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,542.109809450303
0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,536.160567621686
0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,463.695895430157
0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,541.522501074587
1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,608.28803294973
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,660.200264624258
0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,495.562777452991
0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,405.692176013485
0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,598.186798453901
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,354.692459524061
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,642.028599294956
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,646.282166230976
0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,604.588159809114
0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,463.32156526744
0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,434.211782003011
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,329.724537155968
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,687.815819325626
1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,606.997407294609
0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,445.827997825263
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,615.076709521872
0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,511.806149342035
0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,563.802342133152
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,441.986940700619
0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,496.93027808843
0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,509.681981386644
0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,414.646118161328
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,408.652508978002
1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,547.920993466393
0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,575.664884735469
1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,540.21180918974
0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,495.202561949398
0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,516.581487277647
0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,444.047255139003
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,422.085523272926
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,354.692459524061
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,414.341177863627
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,386.023620494664
0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,543.764241194181
0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,511.375382214664
1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,458.907972777162
0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,443.588736178507
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,662.603175077075
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,646.142758184585
1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,493.043800171725
0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,489.641448455151
0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,512.099156869862
1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,566.09383728453
0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,539.828766506351
1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,572.084504006695
1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,616.196563666218
1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,491.080412655651
0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,466.368509343271
1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,520.101114763191
0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,462.697665225952
0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,536.358867577851
0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,430.334665692912
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,334.370830823644
0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,459.925508042573
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,409.884056274336
0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,417.088103970324
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,382.154977701971
0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,488.666490000815
1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,569.843314102324
0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,487.015774845014
0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,542.646474249046
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,655.432182788082
0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,544.166957060712
1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,445.447527992991
0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,518.644271797334
0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,467.606008426245
0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,439.403808180251
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,598.237080039676
0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,437.514715846595
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,389.435960206916
1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,518.886435299797
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,697.011600690545
0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,598.344698217336
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,380.032667273138
1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,443.033782543271
1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,569.261683238032
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,438.47844525028
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,359.451890634868
0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,431.250649657621
0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,488.502641995852
1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,566.980291162982
0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,460.549615551334
0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,567.48608928059
0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,498.98635382482
0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,441.848276629362
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,617.639129472839
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.821391557157
0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,518.481300059017
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,387.278376092074
0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,511.452982120385
0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,489.311466350673
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,537.930816013787
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,431.782077831741
0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,567.83585753916
0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,469.535131154345
0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,569.570235767153
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,417.209411396193
1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,541.772281769614
0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,450.374638943239
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,322.852452298237
0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,487.716948458445
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,615.076709521872
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,421.222904141013
0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,564.596153416046
1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,571.487784616655
0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,440.608669089485
0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,551.028884203495
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,411.762938457345
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,359.451890634868
1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,544.439249900204
0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,570.545604853184
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,411.261244146993
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,646.142758184585
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,421.222904141013
0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,596.945372193508
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,617.639129472839
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,337.593142218381
1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,569.016798211438
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,687.991972288646
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,544.778782452319
1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,567.857182211889
1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,468.868040803805
1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,465.317418854971
1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,562.562227789639
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,333.016271549435
0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,455.492360084245
0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,516.338746280009
0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,462.697665225952
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,489.591439996525
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,642.028599294956
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,662.212630002636
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,394.609099001684
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,440.881895740327
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,380.032667273138
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,394.071966390506
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,351.150132364732
0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,494.513272762881
0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,493.502980240156
0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,400.945192172261
1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,590.740786371174
0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,634.348623489965
1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,542.476186185253
1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,606.085601957221
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,522.905998489221
1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,575.847288231604
0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,452.707835711413
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,460.633882316051
1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,482.272178867603
1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,567.04616873619
0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,441.493170905853
1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,582.015744159441
0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,562.755816052123
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,655.666600857807
1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,594.278270568277
0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,628.27629317113
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,690.900086994134
0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,489.854405103671
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,617.639129472839
0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,429.01335589905
0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,412.779607872434
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,631.175901418495
0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,615.842637601283
0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,481.653745095455
0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,591.093281646524
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,412.619614542653
0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,404.232736040349
0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,497.064242008746
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,417.582595428949
1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,622.399677810764
0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,465.914721460334
0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,440.608669089485
1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,589.283101743556
0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,487.865360711522
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,655.189177764624
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,342.64105126429
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,380.085187532474
0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,469.563376637055
1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,568.034356126688
0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,431.066200816215
1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,591.433580472841
0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,570.709699411549
1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,493.000853916895
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,417.209411396193
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,415.035498967484
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,380.032667273138
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,655.432182788082
1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,473.092668752774
0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,416.920980557142
0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,467.918293158117
0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,490.132272467252
1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,517.612946657084
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,351.02579021281
0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,440.69736100329
0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,576.185719917612
0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,591.093281646524
0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,478.985384492828
0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,480.792374436982
1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,622.399677810764
0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,446.897107200277
0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,445.230718640194
0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,493.748386581992
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,383.273436665205
0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,465.914721460334
1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,628.017783941855
0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,516.200747219813
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,401.706885335294
0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,484.29599107293
1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,631.904137382234
0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,566.799307879621
0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,519.345681813182
1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,466.335668348514
0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,487.015774845014
0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,516.588894493056
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,510.845861158873
1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,607.711480573237
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,654.758616277546
0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,514.577324524926
1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,573.501792783853
0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,519.350285458528
1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,491.363937597056
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,404.739587875325
1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,520.543482372684
0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,539.562708875054
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,569.754350019694
0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,438.055344242102
0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,483.940116089982
1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,573.501792783853
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,435.867360618954
0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,419.360038732252
0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,427.320610556321
0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,563.326790217612
0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,441.061349767936
0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,468.199425041582
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,387.961821690473
0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,630.278344805753
0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,484.71707415231
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,422.512270588005
0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,466.749979328371
0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,431.691464260516
1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,408.904036466694
0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,435.016714440875
1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,472.489775327362
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,574.080435807155
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,569.754350019694
1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,602.068694163847
0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,450.549221422282
0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,438.529086989935
0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,515.402353321094
0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,601.867503995316
0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,541.446691185399
1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,544.166871760686
1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,546.641011327943
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,407.445276122827
0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,441.737084204327
0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,439.2473468013
0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,443.905728516628
0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,517.104343236369
0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,516.195072964646
1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,568.103499653465
0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,458.820182063558
0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,597.967394133116
0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,566.810807331782
1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,463.947325486809
1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,461.903908853725
0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,487.348998178871
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,360.938943672976
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,334.370830823644
0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,545.498858157053
0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,512.373562026644
0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,520.211617242695
0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,602.628503749592
1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,481.808577494735
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,728.198029979946
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,646.142758184585
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,658.254085875543
1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,596.149219307977
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,522.905998489221
1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,603.44578025441
0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,564.645798810821
1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,600.360441131932
0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,472.751334017724
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,511.277350683049
1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,522.22002698456
1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,467.982862654868
0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,512.099156869862
0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,493.481847667684
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,673.25235034482
0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,484.233949537158
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,407.180147390313
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,386.769568354239
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,379.283180827838
1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,521.214237807652
0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,536.120586323437
0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,517.256812196346
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,397.348130391248
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,402.093767361349
0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,488.880251082787
0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,567.48608928059
0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,441.259798544913
0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,446.878374377279
0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,377.686935613917
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,355.445695010827
1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,511.030672918357
1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,544.962913307305
0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,517.006852542974
0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,494.499678839822
0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,511.598606273313
0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,461.064862369153
1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,539.866247268775
1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,492.842833725389
0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,424.652755322073
1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,566.62832094883
1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,540.256198730574
0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,446.67256921682
1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,493.05553921432
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,648.075154304136
1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,488.966242679992
0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,509.796961442852
0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,566.799307879621
0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,523.200281502171
0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,417.645404367727
0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,521.894094649693
1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,595.378312519687
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,384.313262910028
1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,596.435964940337
1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,490.3093750091
0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,567.48608928059
0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,489.174521885234
0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,470.048151811913
0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,494.099390394213
0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,535.738196880884
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,402.502034298209
0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,490.151458725657
0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,425.900295687958
1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,437.821020601864
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,402.231563412835
1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,596.167146440985
1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,603.227043742926
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,673.25235034482
0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,628.402849232808
0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,545.974966495218
1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,545.431013062832
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,632.154030849546
0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,546.644378233232
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,351.461586881642
1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,597.058252891655
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,481.86957707268
0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,515.715865406479
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,541.950234004949
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,315.623763481889
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,412.952968241191
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,687.991972288646
0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,488.854595170869
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,438.782865440817
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,423.556336152986
0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,548.234876597136
0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,477.836541851003
1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,572.284313987848
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,436.943106679771
1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,539.991529416893
0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,488.380265366215
1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,568.635694097425
