"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","F1"
0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,435.016714440875
0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,516.888512277828
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,376.159272936526
0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,456.713894900945
0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,542.849041991266
0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,421.393362780893
1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,561.96373725087
0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,488.088657164915
1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,498.546036940206
0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,591.093281646524
1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,440.433327854733
1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,514.513118906576
1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,542.330157855518
1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,492.279480601058
0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,491.358125976674
0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,490.333293816783
0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,460.787846492328
1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,589.577514683843
0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,521.601662645777
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,399.242537499766
1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,545.804578799691
0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,513.690021014237
0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,521.096306056615
0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,564.847736793929
0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,459.069730481203
0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,489.667080154649
0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,510.644101272573
1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,566.770365981726
0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,440.708950076726
0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,438.679791191886
0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,520.417723841339
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,687.991972288646
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,346.964316439303
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,392.716009185331
0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,559.569046325561
0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,493.481847667684
1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,633.978032707979
1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,619.488847444674
0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,465.97494828612
1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,515.449578363217
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,464.92363484827
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,417.209411396193
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,386.769568354239
1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,547.582847767269
1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,548.674499903084
1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,569.857193461916
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,438.782865440817
1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,514.64897755907
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,537.123289925079
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,432.696851493712
0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,513.628543666194
1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,576.749861067379
0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,613.969157226653
1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,524.394378989377
0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,605.907300360312
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,424.622682530508
0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,404.875360048707
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,659.274626862947
1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,458.835537500562
0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,437.145123226938
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,406.73874248327
1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,574.530714892485
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,504.969060773902
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,367.843736391702
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,390.852864175352
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,379.616225816231
1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,542.245896024881
0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,494.239694029813
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,632.154030849546
1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,566.09383728453
0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,494.239694029813
1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,561.161459072902
0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,514.648786619341
0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,593.32837992558
0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,538.387148275225
0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,398.068392918191
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,465.565679344593
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,378.160062767012
1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,568.720790738928
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,510.845861158873
1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,452.290453222761
1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,588.998724213978
1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,634.647999666583
1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,592.225663969057
0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,462.583524928183
0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,472.195592840817
0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,601.780616936717
0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,516.671024062552
0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,539.75095965015
1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,628.035217952003
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,315.696940425114
0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,534.079328285929
1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,603.227043742926
1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,544.624050447287
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,434.74778172968
0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,535.144338017219
0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,519.21081306213
0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,504.969060773902
