CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,CO_PROVA,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,TP_CERTIFICACAO,IN_ITEM_ADAPTADO
4,MA,92315,A,30,201926,0,,1.31273,2.41793,0.18035,Amarela,1,0
4,MA,94661,C,25,201902,0,,4.0454,1.96952,0.18613,Amarela,1,0
4,MA,94661,C,25,201906,0,,4.0454,1.96952,0.18613,Amarela,1,1
4,MT,59224,A,17,201930,0,,1.08714,2.14803,0.10671,Amarela,2,0
4,MT,80057,C,26,201922,0,,0.92887,3.76439,0.26369,Amarela,2,0
4,MT,80942,A,1,201938,0,,2.07008,2.11812,0.19186,Amarela,2,0
4,MT,117356,D,30,201910,1,Problemas na convergencia,,,,Amarela,2,0
4,MT,117356,D,30,201914,1,Problemas na convergencia,,,,Amarela,2,1
5,CH,35893,D,28,201932,0,,0.77946,0.63972,0.0141,Azul,2,0
5,CH,57227,C,23,201912,0,,1.35306,1.65844,0.20187,Azul,2,0
5,CH,57227,C,23,201916,0,,1.35306,1.65844,0.20187,Azul,2,1
5,CH,57792,D,1,201940,0,,1.55385,1.75733,0.1862,Azul,2,0
5,CH,79286,B,24,201924,0,,1.22172,1.46799,0.21517,Azul,2,0
5,CI,56768,D,5,201901,0,,1.10077,1.35703,0.26551,Rosa,1,0
5,CI,56768,D,5,201905,0,,1.10077,1.35703,0.26551,Rosa,1,1
5,CI,93138,C,6,201925,0,,0.80964,1.26307,0.15292,Rosa,1,0
5,CI,93851,C,12,201917,0,,1.27487,3.06246,0.1581,Rosa,1,0
5,CI,94096,A,8,201933,0,,0.99113,2.1803,0.15135,Rosa,1,0
5,CN,35402,C,12,201937,0,,1.1621,1.29769,0.23956,Rosa,2,0
5,CN,80748,A,1,201929,0,,0.56731,2.16127,0.22778,Rosa,2,0
5,CN,88138,A,25,201921,0,,6.3399,2.54476,0.24022,Rosa,2,0
5,CN,94194,D,5,201909,1,Problemas na convergencia,,,,Rosa,2,0
5,CN,94194,D,5,201913,1,Problemas na convergencia,,,,Rosa,2,1
5,HG,56404,B,25,201904,0,,0.94552,1.52599,0.2337,Azul,1,0
5,HG,56404,B,25,201908,0,,0.94552,1.52599,0.2337,Azul,1,1
5,HG,56620,D,16,201936,0,,0.82536,2.43924,0.14429,Azul,1,0
5,HG,92296,B,4,201920,0,,1.07023,2.38594,0.3419,Azul,1,0
5,HG,92296,B,4,201928,0,,1.07023,2.38594,0.3419,Azul,1,0
5,LC,58725,B,22,201923,0,,1.40985,0.87228,0.10409,Branca,2,0
5,LC,58725,B,22,201931,0,,1.40985,0.87228,0.10409,Branca,2,0
5,LC,58875,D,7,201939,0,,0.70521,1.50569,0.18731,Branca,2,0
5,LC,80935,B,5,201911,0,,0.62785,1.37098,0.19771,Branca,2,0
5,LC,80935,B,5,201915,0,,0.62785,1.37098,0.19771,Branca,2,1
5,LP,56846,D,26,201919,0,,1.10805,1.86531,0.09119,Cinza,1,0
5,LP,57036,B,9,201935,0,,0.39417,2.83208,0.1339,Cinza,1,0
5,LP,72275,C,29,201927,0,,0.70694,2.25087,0.20642,Cinza,1,0
5,LP,80852,A,5,201903,0,,1.95265,1.88036,0.27163,Cinza,1,0
5,LP,80852,A,5,201907,0,,1.95265,1.88036,0.27163,Cinza,1,1
5,MA,58508,D,19,201934,0,,1.08701,0.99655,0.11746,Amarela,1,0
5,MA,59463,A,27,201918,0,,1.34218,1.4563,0.20103,Amarela,1,0
5,MA,78126,A,26,201902,0,,5.49824,1.633,0.33529,Amarela,1,0
5,MA,78126,A,26,201906,0,,5.49824,1.633,0.33529,Amarela,1,1
5,MA,94182,A,15,201926,0,,1.35914,2.85472,0.1556,Amarela,1,0
5,MT,35327,C,9,201938,0,,0.67533,1.28366,0.24259,Amarela,2,0
5,MT,79926,A,24,201910,0,,0.8453,1.06546,0.15514,Amarela,2,0
5,MT,79926,A,24,201914,0,,0.8453,1.06546,0.15514,Amarela,2,1
5,MT,80057,C,26,201930,0,,0.92887,3.76439,0.26369,Amarela,2,0
5,MT,80163,D,28,201922,0,,2.61075,2.11952,0.1599,Amarela,2,0
6,CH,56581,B,6,201912,0,,1.12164,1.83478,0.25516,Azul,2,0
