CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;CO_PROVA;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;IN_ITEM_ADAPTADO;ANO;IN_ENCCEJA;IN_ENEM;OCRSearch;theta_065;theta_080;theta_099;PercentEspAcerto;imagAPI
11;MT;76131;C;1;Matemática Amarela PPL;0;;1.2065;1.5797;0.1818;Amarela;0;2017;1;0;N/A;657.9701900482178;751.5041828155518;1022.0162868499756;59.09;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76131.png
5;MT;76155;C;20;Matemática Amarela PPL;0;;1.1671;1.7146;0.2379;Amarela;0;2017;1;0;N/A;671.4813709259033;760.0014209747314;1041.6333675384521;61.9;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76155.png
26;LC;76194;A;3;Linguagens Branco REGULAR;0;;1.4467;0.4179;0.1901;Branco;0;2017;1;0;N/A;541.7721271514893;618.8600063323975;844.6805477142334;59.5;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76194.png
25;MT;76360;B;5;Matemática Amarela PPL;0;;1.4966;2.1506;0.2561;Amarela;0;2017;1;0;N/A;715.0428295135498;781.907320022583;1002.09641456604;62.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76360.png
4;CH;76456;D;6;Humanas Azul REGULAR;0;;1.0879;1.247;0.1581;Azul;0;2017;1;0;N/A;624.6774196624756;731.8894863128662;1031.090497970581;57.9;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76456.png
13;CH;76478;C;20;Humanas Azul REGULAR;0;;1.5321;1.8093;0.1893;Azul;0;2017;1;0;N/A;680.9132099151611;753.7906169891357;967.00119972229;59.46;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76478.png
27;CH;76487;D;26;Humanas Azul REGULAR;0;;0.6144;1.1735;0.2957;Azul;0;2017;1;0;N/A;617.3031330108643;767.8787708282471;1307.5058460235596;64.78;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76487.png
6;MT;76493;D;16;Matemática Amarela PPL;0;;1.0576;2.922;0.2054;Amarela;0;2017;1;0;N/A;792.1998500823975;895.2229022979736;1204.6997547149658;60.27;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76493.png
16;CH;76495;A;7;Humanas Azul PPL;0;;0.6995;0.7204;0.2334;Azul;0;2017;1;0;N/A;572.0393657684326;720.9079265594482;1190.5186176300049;61.67;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76495.png
29;CN;76500;D;6;Natureza Rosa PPL;0;;1.5394;3.1695;0.1335;Rosa;0;2017;1;0;N/A;816.9643878936768;895.1442241668701;1106.0421466827393;56.68;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76500.png
15;CH;76508;C;11;Humanas Azul PPL;0;;1.2364;1.0258;0.1855;Azul;0;2017;1;0;N/A;602.5998592376709;693.3681964874268;957.4525356292725;59.28;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76508.png
19;CH;76522;D;27;Humanas Azul REGULAR;0;;0.8789;1.3102;0.1443;Azul;0;2017;1;0;N/A;631.0455799102783;766.1192417144775;1135.920763015747;57.22;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76522.png
12;CH;76543;A;24;Humanas Azul PPL;0;;0.5322;0.6868;0.3156;Azul;0;2017;1;0;N/A;568.6800479888916;734.8935604095459;1359.9698543548584;65.78;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76543.png
6;CH;76557;A;21;Humanas Azul REGULAR;0;;1.3414;0.7727;0.2452;Azul;0;2017;1;0;N/A;577.2702693939209;653.3305644989014;898.6155986785889;62.26;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76557.png
17;MT;76712;D;12;Matemática Amarela REGULAR;0;;1.5956;2.9015;0.1427;Amarela;0;2017;1;0;N/A;790.1637554168701;864.7196292877197;1068.3815479278564;57.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76712.png
19;CH;76842;D;2;Humanas Azul PPL;0;;1.0614;2.0436;0.1929;Azul;0;2017;1;0;N/A;704.3378353118896;808.9749813079834;1116.8711185455322;59.64;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76842.png
2;CH;76844;B;2;Humanas Azul REGULAR;0;;0.8079;1.2798;0.1653;Azul;0;2017;1;0;N/A;627.95090675354;770.923376083374;1174.1416454315186;58.26;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76844.png
4;MT;76983;D;24;Matemática Amarela REGULAR;0;;0.8245;0.4827;0.1753;Amarela;0;2017;1;0;N/A;548.2404232025146;686.4087581634521;1081.9547176361084;58.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/76983.png
19;CN;77049;D;14;Natureza Rosa PPL;0;;0.8672;0.1029;0.2364;Rosa;0;2017;1;0;N/A;510.28895378112793;629.7581195831299;1008.7077617645264;61.82;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77049.png
14;CN;77071;D;24;Natureza Rosa REGULAR;0;;1.6713;2.5676;0.1382;Rosa;0;2017;1;0;N/A;756.7589282989502;828.3607959747314;1022.7077007293701;56.91;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77071.png
22;CN;77091;C;16;Natureza Rosa REGULAR;0;;1.2339;2.3977;0.1517;Rosa;0;2017;1;0;N/A;739.7501468658447;835.0794315338135;1098.6964702606201;57.58;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77091.png
1;CN;77093;D;25;Natureza Rosa PPL;0;;0.684;1.3562;0.1834;Rosa;0;2017;1;0;N/A;635.6208324432373;800.225019454956;1277.4674892425537;59.17;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77093.png
18;MT;77124;D;10;Matemática Amarela REGULAR;0;;0.7795;1.6169;0.1865;Amarela;0;2017;1;0;N/A;661.658525466919;805.4821491241455;1224.409818649292;59.32;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77124.png
18;CN;77193;A;23;Natureza Rosa PPL;0;;1.5818;2.8232;0.1779;Rosa;0;2017;1;0;N/A;782.3364734649658;854.0599346160889;1060.2967739105225;58.9;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77193.png
23;MT;77216;D;11;Matemática Amarela PPL;0;;2.3209;2.1907;0.1811;Amarela;0;2017;1;0;N/A;719.0816402435303;767.7428722381592;908.3549976348877;59.06;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77216.png
11;CH;77284;B;1;Humanas Azul REGULAR;0;;1.346;1.381;0.3084;Azul;0;2017;1;0;N/A;638.1003856658936;704.9171924591064;951.7590999603271;65.42;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77284.png
19;MT;77341;A;30;Matemática Amarela REGULAR;0;;1.1923;2.9997;0.2191;Amarela;0;2017;1;0;N/A;799.9913692474365;889.3983364105225;1164.3903255462646;60.96;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77341.png
7;MT;77446;B;26;Matemática Amarela REGULAR;0;;1.5434;2.4039;0.2259;Amarela;0;2017;1;0;N/A;740.405797958374;808.7127208709717;1021.3344097137451;61.3;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77446.png
21;MT;77520;D;23;Matemática Amarela PPL;0;;1.5395;2.3803;0.1923;Amarela;0;2017;1;0;N/A;738.0144596099854;810.2195262908936;1022.4835872650146;59.61;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77520.png
17;CH;77558;C;30;Humanas Azul REGULAR;0;;0.6753;2.4322;0.2829;Azul;0;2017;1;0;N/A;743.1786060333252;883.8860988616943;1373.8410472869873;64.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77558.png
25;CH;77595;C;28;Humanas Azul REGULAR;0;;0.8631;1.6475;0.2402;Azul;0;2017;1;0;N/A;664.7508144378662;784.0006351470947;1164.9506092071533;62.01;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77595.png
27;MT;77694;C;19;Matemática Amarela PPL;0;;1.5443;0.8737;0.1813;Amarela;0;2017;1;0;N/A;587.352991104126;660.4974269866943;871.8245029449463;59.06;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77694.png
12;MT;77740;A;21;Matemática Amarela PPL;0;;1.6428;2.8326;0.1214;Amarela;0;2017;1;0;N/A;783.2591533660889;857.6266765594482;1055.0086498260498;56.07;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77740.png
2;CN;77825;D;19;Natureza Rosa REGULAR;0;;0.6261;3.8026;0.1448;Rosa;0;2017;1;0;N/A;880.2597522735596;1069.7858333587646;1588.930368423462;57.24;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77825.png
6;MT;77888;B;25;Matemática Amarela REGULAR;0;;0.7351;0.502;0.1882;Amarela;0;2017;1;0;N/A;550.2002239227295;702.2993564605713;1146.6186046600342;59.41;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77888.png
12;CN;77978;D;27;Natureza Rosa PPL;0;;0.9207;1.8208;0.2994;Rosa;0;2017;1;0;N/A;682.0790767669678;781.7308902740479;1142.0528888702393;64.97;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/77978.png
8;CN;78127;A;5;Natureza Rosa REGULAR;0;;1.8968;2.9181;0.1147;Rosa;0;2017;1;0;N/A;791.820764541626;856.7373752593994;1027.573823928833;55.74;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78127.png
21;CH;78133;B;26;Humanas Azul PPL;0;;0.8542;-0.055;0.1916;Azul;0;2017;1;0;N/A;494.50087547302246;624.739408493042;1007.2629451751709;59.58;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78133.png
15;CH;78138;B;15;Humanas Azul REGULAR;0;;1.3291;1.5443;0.1761;Azul;0;2017;1;0;N/A;654.4106006622314;740.0267124176025;985.4238033294678;58.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78138.png
8;CH;78173;B;29;Humanas Azul REGULAR;0;;0.8572;0.8489;0.2069;Azul;0;2017;1;0;N/A;584.918737411499;711.7025852203369;1093.6014652252197;60.35;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78173.png
24;CN;78449;B;15;Natureza Rosa PPL;0;;0.8688;2.0099;0.2273;Rosa;0;2017;1;0;N/A;700.9594440460205;822.0808506011963;1199.8717784881592;61.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78449.png
30;MT;78754;A;4;Matemática Amarela REGULAR;0;;1.5432;2.0832;0.2822;Amarela;0;2017;1;0;N/A;708.3194255828857;769.9625492095947;984.3413829803467;64.11;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78754.png
27;MT;78767;D;14;Matemática Amarela REGULAR;0;;1.1689;3.3045;0.1978;Amarela;0;2017;1;0;N/A;830.4493427276611;924.7510433197021;1204.4970989227295;59.89;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78767.png
20;CH;78861;C;19;Humanas Azul PPL;0;;1.7228;1.4168;0.256;Azul;0;2017;1;0;N/A;641.679048538208;699.7625827789307;891.0362720489502;62.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/78861.png
3;CH;79035;C;11;Humanas Azul REGULAR;0;;1.7431;0.9652;0.2654;Azul;0;2017;1;0;N/A;596.520185470581;652.9252529144287;842.2343730926514;63.27;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79035.png
16;MT;79050;B;29;Matemática Amarela PPL;0;;0.79;1.2217;0.2471;Amarela;0;2017;1;0;N/A;622.2026348114014;750.8866786956787;1167.482614517212;62.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79050.png
4;MT;79056;B;29;Matemática Amarela PPL;0;;0.7322;1.7601;0.1626;Amarela;0;2017;1;0;N/A;676.008939743042;834.3117237091064;1279.0839672088623;58.13;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79056.png
15;MT;79061;C;17;Matemática Amarela REGULAR;0;;1.4791;2.892;0.2846;Amarela;0;2017;1;0;N/A;789.2005443572998;853.1992435455322;1076.9550800323486;64.23;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79061.png
2;MT;79070;C;29;Matemática Amarela REGULAR;0;;0.9479;-0.2439;0.2002;Amarela;0;2017;1;0;N/A;475.61097145080566;591.475248336792;936.5432262420654;60.01;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79070.png
7;CN;79207;C;2;Natureza Rosa PPL;0;;0.8057;0.835;0.172;Rosa;0;2017;1;0;N/A;583.5001468658447;725.5165576934814;1130.1391124725342;58.6;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79207.png
1;CN;79210;B;15;Natureza Rosa REGULAR;0;;1.0847;-0.138;0.219;Rosa;0;2017;1;0;N/A;486.19914054870605;584.5158100128174;886.7805004119873;60.95;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79210.png
16;CN;79217;B;3;Natureza Rosa PPL;0;;1.0061;3.9742;0.1742;Rosa;0;2017;1;0;N/A;897.42112159729;1010.7986927032471;1334.9096775054932;58.71;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79217.png
10;CH;79249;D;7;Humanas Azul REGULAR;0;;0.6639;2.2445;0.1958;Azul;0;2017;1;0;N/A;724.4508266448975;890.9790515899658;1383.396863937378;59.79;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79249.png
18;CN;79295;D;25;Natureza Rosa REGULAR;0;;0.8435;2.5118;0.3147;Rosa;0;2017;1;0;N/A;751.2156963348389;856.2724590301514;1250.5953311920166;65.74;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79295.png
28;CH;79340;A;22;Humanas Azul REGULAR;0;;1.0403;0.1363;0.1636;Azul;0;2017;1;0;N/A;513.6291980743408;624.896764755249;937.9785060882568;58.18;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79340.png
23;CH;79353;D;4;Humanas Azul REGULAR;0;;0.9934;1.3609;0.0909;Azul;0;2017;1;0;N/A;636.0666751861572;763.4990215301514;1088.9594554901123;54.54;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79353.png
8;CH;79355;A;3;Humanas Azul PPL;0;;0.8544;1.7252;0.1822;Azul;0;2017;1;0;N/A;672.5208759307861;804.5237064361572;1186.5322589874268;59.11;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79355.png
16;CH;79362;A;16;Humanas Azul REGULAR;0;;0.8351;0.8695;0.2232;Azul;0;2017;1;0;N/A;586.9500637054443;713.7815952301025;1106.604814529419;61.16;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79362.png
24;MT;79366;B;27;Matemática Amarela REGULAR;0;;1.2783;1.7959;0.2329;Amarela;0;2017;1;0;N/A;679.5685291290283;761.1219882965088;1018.0799961090088;61.64;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79366.png
19;CN;79367;B;14;Natureza Rosa REGULAR;0;;0.7493;2.5122;0.27;Rosa;0;2017;1;0;N/A;751.2204647064209;881.2825679779053;1321.9754695892334;63.5;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79367.png
19;LC;79385;C;19;Linguagens Branco REGULAR;0;;1.0331;0.0509;0.1865;Branco;0;2017;1;0;N/A;505.0652027130127;613.5861873626709;929.6743869781494;59.32;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79385.png
29;CN;79407;D;27;Natureza Rosa REGULAR;0;;0.6937;1.7495;0.1796;Rosa;0;2017;1;0;N/A;674.950361251831;838.1407260894775;1308.500051498413;58.98;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79407.png
25;LC;79437;D;25;Linguagens Branco REGULAR;0;;0.907;1.4464;0.2321;Branco;0;2017;1;0;N/A;644.6115970611572;759.7033977508545;1121.8135356903076;61.6;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79437.png
11;MT;79444;A;13;Matemática Amarela REGULAR;0;;1.4129;2.6395;0.152;Amarela;0;2017;1;0;N/A;763.9496326446533;847.1529483795166;1077.3794651031494;57.6;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79444.png
10;CN;79487;A;23;Natureza Rosa REGULAR;0;;1.865;2.9782;0.0712;Rosa;0;2017;1;0;N/A;797.8193759918213;867.1538829803467;1040.2052402496338;53.56;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79487.png
2;CN;79516;A;19;Natureza Rosa PPL;0;;1.7021;2.9695;0.1416;Rosa;0;2017;1;0;N/A;796.9491481781006;866.9512271881104;1057.8482151031494;57.08;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79516.png
2;MT;79522;C;9;Matemática Amarela PPL;0;;0.7726;3.083;0.3116;Amarela;0;2017;1;0;N/A;808.300256729126;923.8593578338623;1354.1381359100342;65.58;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79522.png
15;CN;79559;A;3;Natureza Rosa PPL;0;;1.4774;1.9721;0.152;Rosa;0;2017;1;0;N/A;697.2091197967529;776.7813205718994;996.9561100006104;57.6;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79559.png
20;CN;79578;B;23;Natureza Rosa REGULAR;0;;1.0284;2.4941;0.2083;Rosa;0;2017;1;0;N/A;749.4347095489502;854.8824787139893;1173.2618808746338;60.42;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79578.png
28;CN;79585;B;21;Natureza Rosa REGULAR;0;;1.4275;1.8124;0.1477;Rosa;0;2017;1;0;N/A;681.2231540679932;764.054536819458;991.8205738067627;57.38;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79585.png
13;MT;79605;C;6;Matemática Amarela PPL;0;;1.001;1.2386;0.3359;Amarela;0;2017;1;0;N/A;623.8906383514404;707.9546451568604;1041.5093898773193;66.8;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79605.png
20;MT;79616;C;21;Matemática Amarela REGULAR;0;;1.0028;1.6231;0.1991;Amarela;0;2017;1;0;N/A;662.3356342315674;772.0129489898682;1098.1481075286865;59.96;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79616.png
23;CN;79649;C;18;Natureza Rosa PPL;0;;0.6337;2.518;0.1427;Rosa;0;2017;1;0;N/A;751.837968826294;939.5592212677002;1452.364206314087;57.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79649.png
9;CN;79653;D;8;Natureza Rosa PPL;0;;1.064;2.0947;0.1821;Rosa;0;2017;1;0;N/A;709.4471454620361;815.4861927032471;1122.2379207611084;59.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79653.png
20;MT;79654;B;30;Matemática Amarela PPL;0;;0.8638;0.9967;0.2353;Amarela;0;2017;1;0;N/A;599.6387004852295;719.8350429534912;1100.217580795288;61.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79654.png
26;CH;79671;D;21;Humanas Azul PPL;0;;1.0213;1.0403;0.302;Azul;0;2017;1;0;N/A;604.0303707122803;693.3562755584717;1018.3255672454834;65.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79671.png
13;CN;79688;B;11;Natureza Rosa REGULAR;0;;1.0074;1.0049;0.169;Rosa;0;2017;1;0;N/A;600.4898548126221;714.5445346832275;1038.0451679229736;58.45;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79688.png
6;CN;79707;D;23;Natureza Rosa PPL;0;;1.2765;3.5278;0.1523;Rosa;0;2017;1;0;N/A;852.7605533599854;944.8378086090088;1199.6715068817139;57.61;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79707.png
28;MT;79710;C;23;Matemática Amarela REGULAR;0;;1.0721;1.9746;0.2755;Amarela;0;2017;1;0;N/A;697.4856853485107;787.3885631561279;1095.6494808197021;63.78;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79710.png
16;MT;79719;A;3;Matemática Amarela REGULAR;0;;1.4876;1.564;0.1388;Amarela;0;2017;1;0;N/A;656.3990116119385;736.7794513702393;955.1398754119873;56.94;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79719.png
18;CH;79749;A;9;Humanas Azul REGULAR;0;;1.0336;0.895;0.2217;Azul;0;2017;1;0;N/A;589.4749164581299;692.2261714935303;1009.5469951629639;61.08;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79749.png
30;CH;79750;B;29;Humanas Azul PPL;0;;1.6778;1.3461;0.2458;Azul;0;2017;1;0;N/A;634.6099376678467;695.3566074371338;891.4773464202881;62.29;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79750.png
10;MT;79770;B;7;Matemática Amarela PPL;0;;1.0009;2.8546;0.2119;Amarela;0;2017;1;0;N/A;785.4859828948975;893.2201862335205;1220.4949855804443;60.6;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79770.png
12;MT;79822;B;22;Matemática Amarela REGULAR;0;;0.7522;1.1699;0.1171;Amarela;0;2017;1;0;N/A;617.0194149017334;780.2479267120361;1211.144208908081;55.86;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79822.png
24;CN;79832;D;15;Natureza Rosa REGULAR;0;;1.5575;2.238;0.199;Rosa;0;2017;1;0;N/A;723.7999439239502;794.4433689117432;1004.4233798980713;59.95;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79832.png
7;MT;79839;A;13;Matemática Amarela PPL;0;;1.3868;2.855;0.1565;Amarela;0;2017;1;0;N/A;785.4835987091064;869.7669506072998;1104.4399738311768;57.82;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79839.png
26;MT;79840;D;18;Matemática Amarela REGULAR;0;;1.3086;1.9042;0.1071;Amarela;0;2017;1;0;N/A;690.4380321502686;785.3739261627197;1032.8190326690674;55.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79840.png
16;LC;79842;A;16;Linguagens Branco REGULAR;0;;0.8795;1.8596;0.1906;Branco;0;2017;1;0;N/A;685.9605312347412;812.6418590545654;1184.114694595337;59.53;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79842.png
18;MT;79866;C;25;Matemática Amarela PPL;0;;1.3898;1.081;0.1154;Amarela;0;2017;1;0;N/A;608.100175857544;696.6392993927002;929.8150539398193;55.77;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/79866.png
