CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;CO_PROVA;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;TP_LINGUA;IN_ITEM_ADAPTADO;ANO;IN_ENCCEJA;IN_ENEM;OCRSearch;theta_065;theta_080;theta_099;PercentEspAcerto;imagAPI
52;CH;124865;D;H22;Humanas Azul REGULAR;0;;0.7708;-0.08761;0.00486;Azul;;0;2020;1;0;N/A;491.222620010376;670.2988147735596;1086.7493152618408;50.24;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/124865.png
60;CH;124871;B;H30;Humanas Azul REGULAR;0;;1.48355;1.86371;0.35919;Azul;;0;2020;1;0;N/A;686.3729953765869;739.640474319458;965.7304286956787;67.96;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/124871.png
49;MT;124890;A;H17;Matemática Amarela REGULAR;0;;0.8203;1.273;0.25778;Amarela;;0;2020;1;0;N/A;627.3071765899658;748.8839626312256;1150.705099105835;62.89;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/124890.png
47;CH;124902;D;H17;Humanas Azul REGULAR;0;;1.08543;-0.21862;0.00723;Azul;;0;2020;1;0;N/A;478.1334400177002;605.0198078155518;900.8090496063232;50.36;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/124902.png
39;MT;124918;D;H12;Matemática Amarela REGULAR;0;;0.89194;1.29991;0.00492;Amarela;;0;2020;1;0;N/A;630.0084590911865;784.7230434417725;1144.615888595581;50.25;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/124918.png
33;MT;124931;A;H6;Matemática Amarela REGULAR;0;;3.14068;2.43441;0.024;Amarela;;0;2020;1;0;N/A;743.4408664703369;786.6113185882568;888.9691829681396;51.2;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/124931.png
33;CH;124964;C;H3;Humanas Azul REGULAR;0;;1.51382;0.7935;0.3752;Azul;;0;2020;1;0;N/A;579.3492794036865;629.1120052337646;851.4230251312256;68.76;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/124964.png
40;CH;125040;C;H10;Humanas Azul REGULAR;0;;1.67754;0.88537;0.24031;Azul;;0;2020;1;0;N/A;588.5522365570068;649.8806476593018;845.8821773529053;62.02;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125040.png
12;CN;125065;B;H12;Natureza Rosa REGULAR;0;;1.26864;0.62847;0.02417;Rosa;;0;2020;1;0;N/A;562.8507137298584;669.7027683258057;923.1059551239014;51.21;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125065.png
3;CN;125073;C;H3;Natureza Rosa REGULAR;0;;2.96793;1.71299;0.24192;Rosa;;0;2020;1;0;N/A;671.3049411773682;705.8756351470947;816.6830539703369;62.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125073.png
7;CN;125100;A;H7;Natureza Rosa REGULAR;0;;0.8387;1.50114;0.16084;Rosa;;0;2020;1;0;N/A;650.1023769378662;788.6426448822021;1176.8620014190674;58.04;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125100.png
25;CN;125116;A;H25;Natureza Rosa REGULAR;0;;1.20225;0.97573;0.05626;Rosa;;0;2020;1;0;N/A;597.5620746612549;706.8150043487549;974.9166965484619;52.81;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125116.png
13;CN;125125;D;H13;Natureza Rosa REGULAR;0;;1.92601;1.49947;0.13673;Rosa;;0;2020;1;0;N/A;649.9545574188232;712.1937274932861;880.8128833770752;56.84;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125125.png
26;CN;125205;D;H26;Natureza Rosa REGULAR;0;;1.34563;2.13896;0.13212;Rosa;;0;2020;1;0;N/A;713.9103412628174;803.5032749176025;1044.7351932525635;56.61;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125205.png
11;CN;125292;A;H11;Natureza Rosa REGULAR;0;;1.36988;1.06587;0.01061;Rosa;;0;2020;1;0;N/A;606.586217880249;706.8102359771729;941.2400722503662;50.53;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125292.png
4;CN;125358;A;H4;Natureza Rosa REGULAR;0;;0.82904;0.53505;0.03543;Rosa;;0;2020;1;0;N/A;553.4975528717041;715.2574062347412;1103.3790111541748;51.77;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125358.png
22;CN;125399;C;H22;Natureza Rosa REGULAR;0;;1.58993;2.17846;0.19296;Rosa;;0;2020;1;0;N/A;717.8514003753662;787.6770496368408;993.2248592376709;59.65;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125399.png
9;CN;125454;C;H9;Natureza Rosa REGULAR;0;;0.687;2.84468;0.5;Rosa;;0;2020;1;0;N/A;784.4679355621338;843.4884548187256;1350.9624004364014;75.0;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/125454.png
6;LC;126106;C;H7;Linguagens Branco REGULAR;0;;0.97475;0.18513;0.22197;Branco;1.0;0;2020;1;0;N/A;518.5215473175049;627.3930072784424;963.8826847076416;61.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126106.png
4;LC;126110;B;H5;Linguagens Branco REGULAR;0;;0.95486;0.00146;0.02201;Branco;1.0;0;2020;1;0;N/A;500.14424324035645;642.4062252044678;979.0270328521729;51.1;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126110.png
17;LC;126124;A;H24;Linguagens Branco REGULAR;0;;1.12152;1.50727;0.15933;Branco;;0;2020;1;0;N/A;650.7413387298584;754.5320987701416;1044.804334640503;57.97;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126124.png
7;LC;126136;C;H8;Linguagens Branco REGULAR;1;Problemas na convergencia;;;;Branco;0.0;0;2020;1;0;N/A;10499.998807907104;10499.998807907104;10499.998807907104;;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126136.png
20;LC;126148;D;H4;Linguagens Branco REGULAR;0;;0.78717;-0.39324;0.01288;Branco;;0;2020;1;0;N/A;460.65497398376465;634.7243785858154;1042.7634716033936;50.64;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126148.png
22;LC;126169;B;H18;Linguagens Branco REGULAR;0;;0.27996;-0.65354;0.07414;Branco;;0;2020;1;0;N/A;434.6911907196045;895.0822353363037;2048.1913089752197;53.71;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126169.png
2;LC;126254;D;H10;Linguagens Branco REGULAR;0;;1.13457;1.22627;0.08286;Branco;;0;2020;1;0;N/A;622.6150989532471;735.1772785186768;1019.9325084686279;54.14;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126254.png
18;LC;126258;C;H25;Linguagens Branco REGULAR;0;;1.38446;0.68053;0.06441;Branco;;0;2020;1;0;N/A;568.0506229400635;662.123441696167;895.1013088226318;53.22;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126258.png
1;LC;126260;D;H9;Linguagens Branco REGULAR;0;;0.64514;-0.85999;0.02337;Branco;;0;2020;1;0;N/A;414.01076316833496;624.28879737854;1122.5645542144775;51.17;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126260.png
14;LC;126262;C;H20;Linguagens Branco REGULAR;0;;0.84138;2.95462;0.17413;Branco;;0;2020;1;0;N/A;795.482873916626;931.0524463653564;1318.6113834381104;58.71;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126262.png
9;LC;126272;A;H12;Linguagens Branco REGULAR;0;;0.43845;2.64847;0.20122;Branco;;0;2020;1;0;N/A;764.8365497589111;1014.9495601654053;1761.061429977417;60.06;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126272.png
10;LC;126283;B;H13;Linguagens Branco REGULAR;0;;0.9517;0.96307;0.11307;Branco;;0;2020;1;0;N/A;596.2913036346436;725.9600162506104;1066.3955211639404;55.65;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126283.png
11;LC;126284;C;H17;Linguagens Branco REGULAR;0;;2.69694;3.00241;0.13249;Branco;;0;2020;1;0;N/A;800.2321720123291;844.93088722229;965.2965068817139;56.62;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126284.png
21;LC;126315;A;H2;Linguagens Branco REGULAR;0;;1.22044;-0.47148;0.01891;Branco;;0;2020;1;0;N/A;452.8682231903076;564.4814968109131;827.7862071990967;50.95;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126315.png
3;LC;126317;A;H11;Linguagens Branco REGULAR;0;;1.11623;1.47673;0.44419;Branco;;0;2020;1;0;N/A;647.6752758026123;699.2833614349365;1005.9945583343506;72.21;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126317.png
8;LC;126321;A;H14;Linguagens Branco REGULAR;0;;0.22135;-0.25747;0.02431;Branco;;0;2020;1;0;N/A;474.3354320526123;1086.6014957427979;2538.973569869995;51.22;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126321.png
19;LC;126342;B;H28;Linguagens Branco REGULAR;0;;0.80651;1.08726;0.33155;Branco;;0;2020;1;0;N/A;608.7439060211182;714.2560482025146;1127.9146671295166;66.58;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126342.png
15;LC;126353;A;H21;Linguagens Branco REGULAR;0;;0.92888;1.1169;0.31462;Branco;;0;2020;1;0;N/A;611.6836071014404;707.139253616333;1065.2129650115967;65.73;https://niedsonemanoel.com.br/enem/An%C3%A1lise%20de%20Itens/OrdenarPorTri/1.%20Itens%20BNI_/126353.png
